pickup_zone,dropoff_zone,pickup_date,passenger_count,trip_distance,total_amount,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_datetime
Central Park,Central Park,2023-01-23,1.0,1.99,16.7,40.7812,-73.9665,40.7812,-73.9665,2023-01-23
Central Park,Yorkville West,2023-01-23,1.0,1.63,16.65,40.7812,-73.9665,0.0,0.0,2023-01-23
Morningside Heights,Central Harlem,2023-01-23,1.0,1.12,10.4,40.81,-73.96,40.8116,-73.9465,2023-01-23
East Harlem North,Upper East Side South,2023-01-23,1.0,3.7,30.7,40.798,-73.937,0.0,0.0,2023-01-23
Kew Gardens,Kew Gardens,2023-01-23,1.0,1.05,11.1,0.0,0.0,0.0,0.0,2023-01-23
Kew Gardens,Richmond Hill,2023-01-23,1.0,2.08,14.2,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Elmhurst/Maspeth,2023-01-23,1.0,1.36,13.2,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Woodside,2023-01-23,1.0,1.6,12.5,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Elmhurst/Maspeth,2023-01-23,1.0,0.77,9.0,0.0,0.0,0.0,0.0,2023-01-23
Woodside,Outside of NYC,2023-01-23,1.0,18.14,71.3,0.0,0.0,0.0,0.0,2023-01-23
Central Harlem,Morningside Heights,2023-01-23,2.0,2.29,16.0,40.8116,-73.9465,40.81,-73.96,2023-01-23
Morningside Heights,Central Harlem,2023-01-23,4.0,0.92,10.67,40.81,-73.96,40.8116,-73.9465,2023-01-23
Central Park,Upper West Side North,2023-01-23,1.0,1.15,12.1,40.7812,-73.9665,40.787,-73.975,2023-01-23
East Harlem South,Yorkville West,2023-01-23,1.0,1.26,18.3,0.0,0.0,0.0,0.0,2023-01-23
Hamilton Heights,Hamilton Heights,2023-01-23,5.0,0.28,7.2,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Washington Heights North,2023-01-23,1.0,6.04,32.1,0.0,0.0,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,East Flatbush/Remsen Village,2023-01-23,2.0,6.22,41.04,0.0,0.0,0.0,0.0,2023-01-23
Corona,Flushing,2023-01-23,1.0,4.1,28.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,West Chelsea/Hudson Yards,2023-01-23,1.0,6.51,39.15,40.798,-73.937,0.0,0.0,2023-01-23
Gowanus,Sunset Park West,2023-01-23,1.0,1.33,14.16,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,North Corona,2023-01-23,1.0,2.32,18.1,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Yorkville West,2023-01-23,1.0,2.33,19.35,40.798,-73.937,0.0,0.0,2023-01-23
Jamaica,Baisley Park,2023-01-23,1.0,1.48,12.5,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,East Harlem North,2023-01-23,1.0,1.4,15.0,40.81,-73.96,40.798,-73.937,2023-01-23
East Harlem North,Old Astoria,2023-01-23,1.0,3.92,34.31,40.798,-73.937,0.0,0.0,2023-01-23
Astoria,Astoria,2023-01-23,1.0,1.22,12.21,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Lincoln Square East,2023-01-23,1.0,2.6,23.3,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Elmhurst/Maspeth,2023-01-23,1.0,0.88,12.48,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Corona,2023-01-23,1.0,3.05,32.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,East Harlem South,2023-01-23,1.0,1.73,15.84,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem South,Upper West Side North,2023-01-23,1.0,0.88,9.0,0.0,0.0,40.787,-73.975,2023-01-23
East Harlem North,Inwood,2023-01-23,1.0,5.01,31.8,40.798,-73.937,0.0,0.0,2023-01-23
Jackson Heights,Corona,2023-01-23,2.0,2.36,18.8,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Lincoln Square West,2023-01-23,1.0,3.33,27.54,0.0,0.0,40.773,-73.984,2023-01-23
East Harlem South,Yorkville East,2023-01-23,1.0,1.78,15.95,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Fort Greene,2023-01-23,1.0,1.31,16.5,0.0,0.0,0.0,0.0,2023-01-23
Woodside,,2023-01-23,1.0,4.16,22.3,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Jackson Heights,2023-01-23,1.0,2.0,13.9,0.0,0.0,0.0,0.0,2023-01-23
Sheepshead Bay,Sheepshead Bay,2023-01-23,1.0,1.32,14.16,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Astoria,2023-01-23,1.0,2.61,17.4,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Elmhurst,2023-01-23,1.0,1.74,14.6,0.0,0.0,0.0,0.0,2023-01-23
Jamaica,Rosedale,2023-01-23,1.0,6.8,35.0,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Glendale,2023-01-23,2.0,1.83,15.84,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Woodside,2023-01-23,1.0,0.89,9.7,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Fort Greene,2023-01-23,1.0,1.5,18.25,0.0,0.0,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,Stuyvesant Heights,2023-01-23,1.0,5.21,41.73,0.0,0.0,0.0,0.0,2023-01-23
Boerum Hill,Red Hook,2023-01-23,1.0,1.47,11.8,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Steinway,2023-01-23,1.0,3.31,19.5,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,5.0,0.99,13.15,0.0,0.0,0.0,0.0,2023-01-23
Woodside,East Elmhurst,2023-01-23,2.0,3.91,20.2,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Clinton East,2023-01-23,1.0,4.54,32.58,40.81,-73.96,0.0,0.0,2023-01-23
Elmhurst,Long Island City/Hunters Point,2023-01-23,1.0,5.93,30.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Morningside Heights,2023-01-23,1.0,2.0,18.36,0.0,0.0,40.81,-73.96,2023-01-23
Morningside Heights,Spuyten Duyvil/Kingsbridge,2023-01-23,1.0,6.54,38.76,40.81,-73.96,0.0,0.0,2023-01-23
East Harlem North,Upper East Side North,2023-01-23,3.0,2.37,22.56,40.798,-73.937,0.0,0.0,2023-01-23
Elmhurst,Corona,2023-01-23,5.0,2.53,18.8,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,LaGuardia Airport,2023-01-23,5.0,3.67,29.4,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,East Harlem North,2023-01-23,1.0,0.95,9.7,40.798,-73.937,40.798,-73.937,2023-01-23
East Harlem North,Central Harlem,2023-01-23,1.0,1.12,11.4,40.798,-73.937,40.8116,-73.9465,2023-01-23
Jamaica,Baisley Park,2023-01-23,1.0,2.66,21.75,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Fort Greene,2023-01-23,1.0,1.26,12.48,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,East Harlem North,2023-01-23,1.0,1.27,10.4,0.0,0.0,40.798,-73.937,2023-01-23
East Harlem North,Yorkville West,2023-01-23,1.0,2.47,25.19,40.798,-73.937,0.0,0.0,2023-01-23
Morningside Heights,Riverdale/North Riverdale/Fieldston,2023-01-23,1.0,7.27,43.8,40.81,-73.96,0.0,0.0,2023-01-23
Forest Hills,Kew Gardens,2023-01-23,1.0,1.64,13.9,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,0.88,11.64,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,East Harlem South,2023-01-23,1.0,1.49,15.34,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem North,Lincoln Square East,2023-01-23,1.0,3.88,31.74,40.798,-73.937,0.0,0.0,2023-01-23
Astoria,Flatiron,2023-01-23,1.0,5.3,38.75,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Lenox Hill East,2023-01-23,1.0,3.0,24.18,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem North,Sutton Place/Turtle Bay North,2023-01-23,1.0,3.91,26.35,40.798,-73.937,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,0.92,13.32,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,0.64,9.96,0.0,0.0,0.0,0.0,2023-01-23
Central Park,Queensbridge/Ravenswood,2023-01-23,1.0,6.5,46.02,40.7812,-73.9665,0.0,0.0,2023-01-23
East Harlem South,Morningside Heights,2023-01-23,1.0,1.63,13.9,0.0,0.0,40.81,-73.96,2023-01-23
Central Park,Manhattan Valley,2023-01-23,1.0,0.92,9.0,40.7812,-73.9665,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Middle Village,2023-01-23,1.0,2.29,18.0,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Flatbush/Ditmas Park,2023-01-23,1.0,2.8,25.9,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Central Harlem,2023-01-23,1.0,1.52,26.26,0.0,0.0,40.8116,-73.9465,2023-01-23
East Harlem South,East Harlem South,2023-01-23,1.0,0.73,9.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Manhattan Valley,2023-01-23,1.0,1.8,14.52,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem South,East Village,2023-01-23,1.0,4.82,30.65,0.0,0.0,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,Battery Park City,2023-01-23,1.0,4.03,26.05,0.0,0.0,0.0,0.0,2023-01-23
Marine Park/Floyd Bennett Field,Flatlands,2023-01-23,1.0,3.5,18.0,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Flatiron,2023-01-23,1.0,6.3,30.06,40.81,-73.96,0.0,0.0,2023-01-23
Central Harlem,Manhattan Valley,2023-01-23,1.0,1.35,15.0,40.8116,-73.9465,0.0,0.0,2023-01-23
Central Harlem North,Hamilton Heights,2023-01-23,1.0,1.41,16.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Bloomingdale,2023-01-23,1.0,2.41,20.04,0.0,0.0,40.797,-73.97,2023-01-23
Central Park,Upper East Side North,2023-01-23,1.0,1.16,12.95,40.7812,-73.9665,0.0,0.0,2023-01-23
Kew Gardens,South Jamaica,2023-01-23,1.0,2.73,14.6,0.0,0.0,0.0,0.0,2023-01-23
Central Harlem North,Schuylerville/Edgewater Park,2023-01-23,1.0,8.16,35.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,1.0,1.04,16.62,0.0,0.0,0.0,0.0,2023-01-23
Fort Greene,Park Slope,2023-01-23,1.0,2.0,18.35,0.0,0.0,0.0,0.0,2023-01-23
Sheepshead Bay,Sheepshead Bay,2023-01-23,1.0,7.2,43.3,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,1.0,0.77,9.7,0.0,0.0,0.0,0.0,2023-01-23
Erasmus,Downtown Brooklyn/MetroTech,2023-01-23,1.0,4.02,25.8,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Upper West Side South,2023-01-23,1.0,3.51,30.06,40.798,-73.937,0.0,0.0,2023-01-23
North Corona,Maspeth,2023-01-23,1.0,3.66,25.8,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,SoHo,2023-01-23,1.0,7.47,41.15,40.81,-73.96,0.0,0.0,2023-01-23
Jamaica,Jamaica,2023-01-23,1.0,0.49,24.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Yorkville West,2023-01-23,1.0,1.77,11.16,40.798,-73.937,0.0,0.0,2023-01-23
Upper East Side North,East Harlem North,2023-01-23,1.0,1.23,8.76,0.0,0.0,40.798,-73.937,2023-01-23
East Harlem North,Central Harlem North,2023-01-23,1.0,1.2,11.1,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem North,Central Harlem North,2023-01-23,1.0,1.17,12.48,40.798,-73.937,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,2.0,0.84,9.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,East Harlem North,2023-01-23,1.0,1.04,13.1,40.798,-73.937,40.798,-73.937,2023-01-23
East Harlem North,Upper West Side North,2023-01-23,1.0,3.62,21.6,40.798,-73.937,40.787,-73.975,2023-01-23
Forest Hills,Corona,2023-01-23,1.0,2.48,18.0,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,1.35,13.5,0.0,0.0,0.0,0.0,2023-01-23
Washington Heights South,Washington Heights South,2023-01-23,1.0,0.59,10.38,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Midtown North,2023-01-23,1.0,3.6,24.35,40.798,-73.937,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,2.0,0.71,9.0,0.0,0.0,0.0,0.0,2023-01-23
Queensbridge/Ravenswood,Queensbridge/Ravenswood,2023-01-23,1.0,1.07,9.0,0.0,0.0,0.0,0.0,2023-01-23
Queensbridge/Ravenswood,Astoria,2023-01-23,1.0,3.53,21.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Manhattan Valley,2023-01-23,1.0,1.42,14.16,0.0,0.0,0.0,0.0,2023-01-23
Kew Gardens,Kew Gardens,2023-01-23,1.0,1.02,12.48,0.0,0.0,0.0,0.0,2023-01-23
Fort Greene,Williamsburg (South Side),2023-01-23,1.0,2.88,22.56,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Crown Heights South,2023-01-23,1.0,2.15,22.56,0.0,0.0,0.0,0.0,2023-01-23
Fort Greene,Clinton Hill,2023-01-23,1.0,1.21,13.88,0.0,0.0,0.0,0.0,2023-01-23
Jamaica,Hillcrest/Pomonok,2023-01-23,1.0,2.93,23.4,0.0,0.0,0.0,0.0,2023-01-23
Sheepshead Bay,Sheepshead Bay,2023-01-23,1.0,0.95,13.52,0.0,0.0,0.0,0.0,2023-01-23
Sheepshead Bay,Sheepshead Bay,2023-01-23,1.0,1.27,12.5,0.0,0.0,0.0,0.0,2023-01-23
Fort Greene,Fort Greene,2023-01-23,1.0,1.05,13.21,0.0,0.0,0.0,0.0,2023-01-23
Coney Island,Bay Ridge,2023-01-23,1.0,5.04,25.1,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst/Maspeth,Elmhurst,2023-01-23,1.0,1.18,10.4,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Sunnyside,2023-01-23,1.0,7.29,40.45,40.81,-73.96,0.0,0.0,2023-01-23
Woodhaven,Elmhurst,2023-01-23,2.0,5.93,37.7,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,1.0,0.84,10.0,0.0,0.0,0.0,0.0,2023-01-23
Central Park,UN/Turtle Bay South,2023-01-23,1.0,4.3,30.55,40.7812,-73.9665,0.0,0.0,2023-01-23
Jamaica,Briarwood/Jamaica Hills,2023-01-23,1.0,1.36,11.8,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Upper West Side North,2023-01-23,1.0,3.33,28.38,40.798,-73.937,40.787,-73.975,2023-01-23
Washington Heights South,Upper East Side South,2023-01-23,1.0,7.0,36.34,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,East Harlem North,2023-01-23,1.0,0.77,9.0,0.0,0.0,40.798,-73.937,2023-01-23
East Harlem North,Upper West Side North,2023-01-23,1.0,2.6,21.65,40.798,-73.937,40.787,-73.975,2023-01-23
Forest Hills,Briarwood/Jamaica Hills,2023-01-23,1.0,1.89,14.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Upper West Side South,2023-01-23,1.0,1.51,14.85,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Upper East Side North,2023-01-23,1.0,2.48,21.55,40.81,-73.96,0.0,0.0,2023-01-23
Forest Hills,Briarwood/Jamaica Hills,2023-01-23,1.0,1.99,14.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Upper West Side North,2023-01-23,1.0,2.91,25.86,40.798,-73.937,40.787,-73.975,2023-01-23
Rego Park,Richmond Hill,2023-01-23,1.0,3.57,21.6,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,JFK Airport,2023-01-23,1.0,7.78,41.04,0.0,0.0,0.0,0.0,2023-01-23
Central Park,Hamilton Heights,2023-01-23,1.0,3.37,20.2,40.7812,-73.9665,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,1.0,1.94,19.14,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Upper East Side North,2023-01-23,1.0,1.6,16.6,40.798,-73.937,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,1.0,1.18,11.8,0.0,0.0,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,Williamsburg (North Side),2023-01-23,1.0,4.07,26.76,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Alphabet City,2023-01-23,1.0,6.5,39.3,0.0,0.0,0.0,0.0,2023-01-23
Hamilton Heights,Morningside Heights,2023-01-23,1.0,1.67,9.8,0.0,0.0,40.81,-73.96,2023-01-23
East New York,Bushwick South,2023-01-23,1.0,1.78,13.9,0.0,0.0,0.0,0.0,2023-01-23
Crown Heights North,East New York,2023-01-23,1.0,2.03,13.9,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Central Harlem,2023-01-23,1.0,0.98,10.8,0.0,0.0,40.8116,-73.9465,2023-01-23
East Harlem South,Sunnyside,2023-01-23,1.0,5.57,32.05,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Upper West Side North,2023-01-23,1.0,1.61,15.2,0.0,0.0,40.787,-73.975,2023-01-23
Old Astoria,Sutton Place/Turtle Bay North,2023-01-23,1.0,4.17,28.33,0.0,0.0,0.0,0.0,2023-01-23
Kew Gardens,South Ozone Park,2023-01-23,1.0,3.07,20.04,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Central Harlem North,2023-01-23,4.0,1.72,15.0,40.81,-73.96,0.0,0.0,2023-01-23
Central Harlem North,East Tremont,2023-01-23,1.0,5.08,25.8,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,1.0,1.11,17.46,0.0,0.0,0.0,0.0,2023-01-23
Boerum Hill,East Chelsea,2023-01-23,1.0,6.68,42.66,0.0,0.0,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,Park Slope,2023-01-23,1.0,3.04,28.38,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Elmhurst,2023-01-23,1.0,1.42,12.5,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Williamsburg (North Side),2023-01-23,1.0,4.81,23.7,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Highbridge Park,2023-01-23,1.0,3.81,25.92,40.798,-73.937,0.0,0.0,2023-01-23
Astoria,Astoria,2023-01-23,1.0,0.59,7.6,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Corona,2023-01-23,1.0,0.98,9.7,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Mott Haven/Port Morris,2023-01-23,1.0,2.12,13.56,40.798,-73.937,0.0,0.0,2023-01-23
Williamsburg (North Side),Williamsburg (South Side),2023-01-23,3.0,0.58,9.96,0.0,0.0,0.0,0.0,2023-01-23
Morningside Heights,Manhattan Valley,2023-01-23,1.0,0.28,7.44,40.81,-73.96,0.0,0.0,2023-01-23
Forest Hills,Glendale,2023-01-23,2.0,0.02,15.3,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Jackson Heights,2023-01-23,1.0,1.33,11.1,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Hamilton Heights,2023-01-23,1.0,3.8,24.0,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,0.95,10.4,0.0,0.0,0.0,0.0,2023-01-23
Sheepshead Bay,Sheepshead Bay,2023-01-23,1.0,1.03,11.64,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Forest Hills,2023-01-23,1.0,0.91,9.7,0.0,0.0,0.0,0.0,2023-01-23
Jackson Heights,Jackson Heights,2023-01-23,1.0,0.82,12.12,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Corona,2023-01-23,1.0,1.72,13.9,0.0,0.0,0.0,0.0,2023-01-23
Fort Greene,Fort Greene,2023-01-23,1.0,0.01,5.5,0.0,0.0,0.0,0.0,2023-01-23
Rego Park,Corona,2023-01-23,1.0,0.78,9.0,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,East Harlem North,2023-01-23,5.0,1.33,13.0,0.0,0.0,40.798,-73.937,2023-01-23
Elmhurst,Prospect-Lefferts Gardens,2023-01-23,1.0,9.95,50.4,0.0,0.0,0.0,0.0,2023-01-23
Jamaica,Kew Gardens,2023-01-23,1.0,1.48,12.36,0.0,0.0,0.0,0.0,2023-01-23
North Corona,Jackson Heights,2023-01-23,2.0,0.45,6.9,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,East Harlem North,2023-01-23,1.0,0.62,10.7,40.798,-73.937,40.798,-73.937,2023-01-23
Downtown Brooklyn/MetroTech,Park Slope,2023-01-23,1.0,2.41,20.88,0.0,0.0,0.0,0.0,2023-01-23
Downtown Brooklyn/MetroTech,Crown Heights North,2023-01-23,1.0,2.41,18.1,0.0,0.0,0.0,0.0,2023-01-23
Old Astoria,Upper East Side North,2023-01-23,1.0,4.67,34.26,0.0,0.0,0.0,0.0,2023-01-23
Washington Heights South,Howard Beach,2023-01-23,1.0,22.19,97.55,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Kew Gardens Hills,2023-01-23,1.0,1.8,13.9,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Briarwood/Jamaica Hills,2023-01-23,1.0,2.41,15.3,0.0,0.0,0.0,0.0,2023-01-23
Springfield Gardens North,Cypress Hills,2023-01-23,1.0,5.0,25.1,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Manhattan Valley,2023-01-23,1.0,2.53,21.75,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem North,Hamilton Heights,2023-01-23,1.0,2.28,18.36,40.798,-73.937,0.0,0.0,2023-01-23
Morningside Heights,Manhattan Valley,2023-01-23,1.0,0.9,12.45,40.81,-73.96,0.0,0.0,2023-01-23
East Harlem North,East Harlem South,2023-01-23,1.0,0.8,9.0,40.798,-73.937,0.0,0.0,2023-01-23
DUMBO/Vinegar Hill,TriBeCa/Civic Center,2023-01-23,1.0,2.46,21.66,0.0,0.0,0.0,0.0,2023-01-23
Upper East Side North,Yorkville East,2023-01-23,1.0,0.76,12.85,0.0,0.0,0.0,0.0,2023-01-23
Upper East Side North,Upper East Side North,2023-01-23,1.0,1.0,17.46,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,1.0,0.78,11.13,0.0,0.0,0.0,0.0,2023-01-23
Central Park,Upper East Side North,2023-01-23,1.0,0.98,13.15,40.7812,-73.9665,0.0,0.0,2023-01-23
Kew Gardens,Kew Gardens Hills,2023-01-23,1.0,0.91,10.0,0.0,0.0,0.0,0.0,2023-01-23
Central Harlem,Central Harlem North,2023-01-23,1.0,2.05,14.6,40.8116,-73.9465,0.0,0.0,2023-01-23
Central Harlem North,Hunts Point,2023-01-23,1.0,4.01,21.6,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Upper West Side South,2023-01-23,1.0,2.3,20.82,0.0,0.0,0.0,0.0,2023-01-23
Park Slope,Park Slope,2023-01-23,2.0,1.48,18.07,0.0,0.0,0.0,0.0,2023-01-23
Bedford,Stuyvesant Heights,2023-01-23,1.0,4.88,32.8,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Central Harlem,2023-01-23,1.0,0.93,10.4,40.798,-73.937,40.8116,-73.9465,2023-01-23
Central Harlem,Upper West Side North,2023-01-23,1.0,1.76,15.95,40.8116,-73.9465,40.787,-73.975,2023-01-23
East Elmhurst,Flushing,2023-01-23,1.0,2.07,15.3,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,East Harlem North,2023-01-23,1.0,1.35,12.61,0.0,0.0,40.798,-73.937,2023-01-23
East Harlem North,Central Harlem North,2023-01-23,1.0,1.53,12.5,40.798,-73.937,0.0,0.0,2023-01-23
East Williamsburg,Gramercy,2023-01-23,3.0,4.48,31.74,0.0,0.0,0.0,0.0,2023-01-23
Central Harlem,Upper West Side North,2023-01-23,1.0,1.47,13.2,40.8116,-73.9465,40.787,-73.975,2023-01-23
Forest Hills,Briarwood/Jamaica Hills,2023-01-23,1.0,1.81,16.5,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,East Harlem South,2023-01-23,1.0,0.22,30.0,0.0,0.0,0.0,0.0,2023-01-23
Jamaica,Briarwood/Jamaica Hills,2023-01-23,1.0,1.94,16.7,0.0,0.0,0.0,0.0,2023-01-23
Hillcrest/Pomonok,Glendale,2023-01-23,1.0,4.99,33.5,0.0,0.0,0.0,0.0,2023-01-23
Flushing,Flushing,2023-01-23,2.0,0.63,10.6,0.0,0.0,0.0,0.0,2023-01-23
Forest Hills,Astoria,2023-01-23,1.0,8.12,35.6,0.0,0.0,0.0,0.0,2023-01-23
Elmhurst,Jackson Heights,2023-01-23,1.0,1.12,13.32,0.0,0.0,0.0,0.0,2023-01-23
Astoria,Astoria,2023-01-23,1.0,0.67,8.3,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Yorkville West,2023-01-23,5.0,1.39,17.46,0.0,0.0,0.0,0.0,2023-01-23
East Harlem South,Central Harlem North,2023-01-23,5.0,1.42,11.4,0.0,0.0,0.0,0.0,2023-01-23
Woodside,Elmhurst/Maspeth,2023-01-23,2.0,1.38,11.1,0.0,0.0,0.0,0.0,2023-01-23
East Harlem North,Hamilton Heights,2023-01-23,5.0,1.99,17.52,40.798,-73.937,0.0,0.0,2023-01-23
East Harlem South,Lincoln Square West,2023-01-23,1.0,2.74,24.18,0.0,0.0,40.773,-73.984,2023-01-23
Central Park,East Harlem South,2023-01-23,1.0,1.33,12.1,40.7812,-73.9665,0.0,0.0,2023-01-23
East Harlem North,East Harlem South,2023-01-23,1.0,1.47,14.16,40.798,-73.937,0.0,0.0,2023-01-23
Steinway,South Williamsburg,2023-01-24,1.0,7.84,34.2,0.0,0.0,0.0,0.0,2023-01-24
Old Astoria,Old Astoria,2023-01-24,1.0,0.77,9.7,0.0,0.0,0.0,0.0,2023-01-24
Bloomingdale,Clinton East,2023-01-24,1.0,4.39,33.06,40.797,-73.97,0.0,0.0,2023-01-24
Kew Gardens,LaGuardia Airport,2023-01-24,1.0,7.92,39.5,0.0,0.0,0.0,0.0,2023-01-24
LaGuardia Airport,LaGuardia Airport,2023-01-24,1.0,2.43,18.9,0.0,0.0,0.0,0.0,2023-01-24
Jackson Heights,Astoria,2023-01-24,1.0,2.62,20.8,0.0,0.0,0.0,0.0,2023-01-24
Mott Haven/Port Morris,TriBeCa/Civic Center,2023-01-24,1.0,11.72,52.35,0.0,0.0,0.0,0.0,2023-01-24
East Harlem South,Midtown South,2023-01-24,1.0,3.61,24.25,0.0,0.0,0.0,0.0,2023-01-24
East Harlem South,East Harlem South,2023-01-24,1.0,0.82,10.8,0.0,0.0,0.0,0.0,2023-01-24
Washington Heights South,Upper West Side South,2023-01-24,1.0,5.58,35.94,0.0,0.0,0.0,0.0,2023-01-24
